Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2018-07-17,,2016-01-01,2016-12-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,"2,361",1,5955-268892741-268892741-VCU-044-MER-SG-3-940-01012016-31122016-0,,2024-08-19,Vinda BTG,Environmental Benefit,Gift on the first day of BTG employment
2018-07-17,,2016-01-01,2016-12-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,"2,361",9,5955-268892742-268892750-VCU-044-MER-SG-3-940-01012016-31122016-0,,2024-08-23,Catur Coffee Indonesia,Environmental Benefit,"Catur Going Carbon Neutral April, May, June 2024"
2018-07-17,,2015-02-01,2015-12-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,"2,170","1,170",5956-268893964-268895133-VCU-044-MER-SG-3-940-01022015-31122015-0,,2021-03-02,,,
2018-07-17,,2015-02-01,2015-12-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,"2,170","1,000",5956-268895134-268896133-VCU-044-MER-SG-3-940-01022015-31122015-0,,2023-03-21,,,
2017-01-04,,2015-01-01,2015-01-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,183,183,4840-201911485-201911667-VCU-008-MER-SG-3-940-01012015-31012015-0,,2017-04-18,,,
2017-01-04,,2014-01-01,2014-12-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,"2,305","2,305",4841-201911668-201913972-VCU-008-MER-SG-3-940-01012014-31122014-0,,2017-04-18,,,
2017-01-04,,2013-02-01,2013-12-31,940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Singapore,Energy demand,AMS-II.C.,"2,151","2,151",4842-201913973-201916123-VCU-008-MER-SG-3-940-01022013-31122013-0,,2017-04-18,,,
2016-05-18,,2012-10-01,2012-12-31,1084,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",Singapore,Energy demand,AMS-II.C.,525,525,4514-188591211-188591735-VCU-008-MER-SG-3-1084-01102012-31122012-0,,2017-04-18,,,
2016-05-18,,2013-01-01,2013-12-31,1084,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",Singapore,Energy demand,AMS-II.C.,"2,062","2,062",4515-188591736-188593797-VCU-008-MER-SG-3-1084-01012013-31122013-0,,2017-04-18,,,
2016-05-18,,2014-01-01,2014-10-31,1084,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",Singapore,Energy demand,AMS-II.C.,"1,751","1,751",4516-188593798-188595548-VCU-008-MER-SG-3-1084-01012014-31102014-0,,2017-04-18,,,
